"x","y"
1171324.4838751,579098.061969477
1174241.41494947,584687.100942909
NA,NA
1171648.7485949,599645.898765824
1167863.68433279,603937.19320463
1163127.63869084,607935.209617577
1153282.71911592,609271.799765789
1148422.70372164,622215.086186957
1149398.03409446,626892.382759866
1145991.44261317,629965.504436229
1142852.55059555,632008.97498048
1137887.5310178,633186.798999132
1130376.85216591,631822.096263125
1132203.30042227,640837.045788985
1139319.10008414,652083.785000059
1139915.21994762,659192.495840698
1136529.83565213,667395.99860629
1134300.14590958,674963.111613069
1130647.88898439,683393.386797597
1133849.38553329,691237.687071001
1139885.99428632,698031.402395345
1141389.41136005,703159.130193976
1145837.75766975,710366.030106118
1151528.10673149,714544.001437108
1151569.01155901,714668.035882497
NA,NA
1150702.7427258,719597.945456554
1147723.75847692,722698.622220622
1143527.52312116,725347.644534443
1148960.70084197,729503.952527217
NA,NA
1115347.93378926,918649.94165173
1113205.86578238,917744.586883643
1106483.6883942,904884.772210552
1095654.27900924,875039.140535876
1089520.76379113,867384.313124759
1081954.55780757,862951.626215942
1066036.3073482,861319.952191298
1061075.7848563,859962.122481664
1053344.13081503,854119.530215453
1041720.13712243,852410.839476029
1032368.3734639,836590.032503785
1025958.55865842,820662.250180718
1025502.24274351,816405.828526177
1026648.5978911,809641.664654166
1032119.53450002,805733.601223737
1040330.69255707,801611.446533605
1047741.94016277,807954.563095071
1057744.29489241,811219.675444655
1061191.38454537,830126.882954877
1065931.23806181,845503.943774317
1072520.56484464,849707.260329786
1081803.76706662,847623.219478085
1082808.07329542,824715.057079743
1083955.05195685,812792.616223674
1079661.90376635,817618.652673095
1074432.39206969,821684.319999134
1070375.63324169,818863.021299803
1064624.97091761,813426.997954881
1057280.09174029,800059.037600038
1057631.55645853,790693.881451817
1055644.03368161,784871.728120602
1051401.42625597,786341.714398406
1047271.9609326,790884.559424786
1042313.60304103,790697.145039869
1029751.26434193,794578.635976479
1026697.43583081,794271.878759429
1022749.72085907,792414.289332976
1025377.086509,760500.401396228
1027837.15231451,740366.708100761
1035433.37269795,723684.517795786
1035467.76948515,714506.999629515
1037334.09521554,680708.050376025
1052178.79705703,672797.075900084
1070736.93943158,665202.375602661
1074482.83681454,655629.752277765
1078624.92514013,636690.633074903
1072851.80061231,633380.67918502
1078503.44527273,624203.590742386
1080990.45596567,617835.816971096
1085632.4805069,596572.38921599
1094142.56179924,587028.362198845
1101760.47820551,576660.999171978
1107628.68217495,571280.653747684
1108516.02950492,563401.464474538
1101429.11835914,557755.013635504
1090124.24205256,552626.882188682
1089424.22286552,547572.268367765
1091657.62676634,541234.972277746
1097550.03835918,542165.898515594
1100114.21885744,544580.150849509
1104950.88190214,543803.936567232
1109185.08614566,540071.771392477
1113480.9001438,511224.367366199
1115185.52699623,507528.61605666
1119628.59524275,503791.15313414
1126044.67079833,501934.167082041
1135803.76756971,502385.372490416
1142622.17828481,499842.861850999
1168237.71559097,474637.418821566
1179126.22244345,471276.859983428
1171628.0964592,471272.900313529
1165213.94620334,474170.730987438
1144089.39146914,494899.585911987
1135719.51146791,498373.117501545
1115938.72822965,492956.393543648
1097032.78619612,494507.130739402
1094806.68282126,490036.586086207
1092671.634692,483222.375926155
1093044.62550805,470790.670248641
1097050.29930874,458504.304461753
1096879.25782992,440074.291963715
1094732.83532956,453345.859520351
1091393.93855903,457075.772599836
1082763.89063855,461965.943524802
1080993.00734725,459210.619508117
1080684.9902193,450916.861116678
1079514.32450322,443299.092878429
1076783.34892078,441446.219549302
1070121.4480964,444472.250922413
1072784.03401247,453414.30557275
1060057.07680205,468238.68214789
1034971.57063618,465478.65832132
1012588.95483395,460678.854901142
1007792.0721162,457028.066982981
1002648.57232613,445366.462983137
1001612.44345612,436293.193847713
1001668.12323199,424830.692202613
1008912.33665434,420254.858283008
1012555.42206698,415691.745060556
1003045.42682603,416530.019748259
996704.636616239,418732.062245243
992333.082883936,423596.89604609
985048.042674728,430090.466434027
968415.691820999,427273.796282692
954733.868285135,423503.468037231
935552.874229587,420359.990180754
923438.340169425,415417.005137087
902031.504165131,401139.408903972
896942.421993583,394472.57594625
892455.213668793,380815.72221794
874092.779951866,363727.810502891
863039.047549497,356787.922264359
859543.451987933,358684.452462104
854688.907665907,359682.883139145
851650.258981432,351645.932744116
849986.837392134,344506.305784936
845894.911007115,303009.303650144
841847.089612454,287707.668059073
835697.295803838,274583.343905765
825581.828460646,258277.926715396
820749.370803307,252600.043514941
817702.893684239,250349.503976518
814284.623753859,242641.837808682
811777.111436737,233495.023578067
809912.376505942,229175.640934513
824125.634984249,214961.87657747
826114.994881487,210716.531383704
828034.264550343,208290.060828555
815868.321042474,205655.589190213
821518.715684639,201121.931493959
828398.041259284,198139.140379855
832969.761253462,196807.628913692
835687.906639388,193429.722834622
831087.321813489,191364.623620401
826623.615162684,190883.222513272
807846.888698345,202582.31686337
797820.312119288,204222.311251083
784364.98210722,202405.024921034
781076.643355505,200764.594812799
777865.920635042,196513.837300442
783283.968970087,190821.777546021
788164.421242813,187586.508262627
795600.930079389,187713.402490717
804866.775159285,183913.698076814
817386.388380992,188711.036443823
826960.861755045,184843.532286133
833168.644516581,183686.655970238
825440.888107803,180144.736950895
818130.367942938,183486.534371915
809631.720471532,178159.532805428
797895.880280028,178865.94042791
788803.833913534,181546.090286781
777478.04184757,180032.568593828
772346.044332842,177887.12374508
763867.951829988,174362.016788833
746075.436828196,163501.915406783
716883.501734431,142832.854268648
711546.980624685,139092.026550716
674654.126214457,128535.53824168
664806.569386005,121899.649699368
658385.768061618,115927.460623614
654333.600691021,108425.842930024
652647.772670971,99405.0016734013
653048.679114849,49810.3999581318
656207.207514404,45310.8981623157
653161.290851329,42771.24668143
650844.775469665,39805.5909434968
643815.159558177,26495.9995202905
632685.823076516,15944.7869666067
610039.893228624,5207.8011524421
588119.144203124,-864.688224577636
557773.228476462,-19631.602036898
553755.052411934,-31035.8856811859
552650.495986079,-35967.0144836875
554252.540337378,-41381.4488851928
565135.422837125,-46088.3210855155
576809.905904498,-44619.9782739799
575278.363358661,-47429.5274890772
555077.208450493,-53254.9505063103
544598.688952241,-61472.0236670143
533624.274203617,-65470.4449252718
507512.350057943,-59618.9701160674
489737.7487648,-59362.762597416
475628.103459126,-55856.1252879338
462616.909955531,-56606.4314499584
458452.937503675,-50322.06092887
455692.069165717,-44786.0220204908
453214.363530866,-33317.2682500078
453579.756184703,-24203.4803560931
445829.291962661,-21261.205956624
429809.810926734,-25775.5946694886
421368.710098832,-24338.5912691213
410451.666684108,-24055.5274860845
409094.623278071,-29883.0286133021
409485.926147862,-33915.9215471702
413608.175345693,-45578.9378033629
422603.93635086,-65222.5576422883
430465.526534594,-77502.0858049644
432001.990431618,-121614.705962837
438325.882579392,-133571.243563121
446019.990462963,-138518.348929389
441523.024542374,-139796.303708921
413011.796422094,-141144.373361956
410995.943278137,-136887.783932524
407033.830305379,-133751.333161498
402074.132886934,-140648.601876952
399821.770645749,-146543.500138563
394243.45705997,-139544.032290565
367229.858687416,-139087.255370172
348987.191449468,-151343.434817759
341639.709244607,-144128.502429463
326408.679240736,-122870.132753621
309736.193555598,-117049.764062434
292063.457281983,-119836.111280772
286486.50060267,-124981.667463961
273944.568172231,-130849.291894479
263539.129721202,-132359.652899396
248623.377262023,-130553.721483795
213554.846030159,-139238.232974714
199269.695367857,-147657.763977123
195828.371768478,-157510.97552109
196700.25159305,-162019.905757799
198672.202845669,-167306.724145103
208625.112345212,-168276.131072509
213117.131637378,-166779.758235464
222849.022764684,-167613.691778763
224941.58313491,-168890.052180193
229549.829845076,-170105.906660649
233880.164743877,-175063.077517807
221837.030253306,-175877.115575844
214844.81234154,-174963.755188919
212453.485914641,-173722.738182526
208933.554721599,-175794.958436723
211208.519644154,-180662.699725855
213530.837919851,-182656.946713705
219250.894226689,-184150.456051138
226901.126403417,-189727.433745921
223162.131994318,-194192.06520474
213033.030883638,-197439.028600544
204295.951384911,-198363.996322544
200422.706450658,-203381.002395268
218870.662445675,-211842.582766876
222504.347306772,-222135.094829095
227032.384440475,-228339.605612362
233403.736100352,-230004.02000897
245175.303025936,-226079.007686242
257848.41330377,-227550.583015414
287081.564550612,-237582.464081761
291781.167715691,-242351.661795532
295404.003573311,-241375.818605514
300436.738919837,-242251.505422541
305179.734264045,-245468.484488366
308431.316897566,-244516.460395778
313140.278835531,-244529.12229964
320128.855374662,-252782.066725139
327625.944976674,-255132.597956565
335511.787323446,-253738.16808172
340947.79267877,-252563.870853691
344987.791809226,-255241.148571636
340127.958888763,-262368.095209101
342093.959962917,-264987.588514514
349966.096594887,-263692.738727494
358387.758436167,-263661.214915365
363747.171573383,-265411.915766763
367865.88784335,-269962.074104945
364161.599311831,-276382.191191819
360085.92500065,-279839.857934136
362066.849261025,-287580.76007682
367246.468927712,-289956.264083595
373395.025667918,-291343.990485035
401955.098171366,-287855.277251829
419590.830798687,-298350.887105491
413624.697924448,-297325.647344171
406016.758813657,-293414.795582647
398008.247990523,-291979.347225734
391901.577733431,-293156.984943009
388845.724924802,-297487.711125024
385157.724371055,-304257.179486541
389206.519220262,-308335.821368522
393878.660497717,-309975.912005737
398659.224537485,-318199.882031718
393220.627024995,-331213.596298167
393046.041048311,-337377.499321924
395564.686417793,-343462.596030125
406102.846416398,-357406.179144978
416471.130586416,-376274.508704479
446839.949935647,-394423.753767781
452993.812841727,-396950.8048891
458690.704249942,-397164.618077254
465829.351659886,-398551.515846632
466998.567734288,-405061.082547879
466721.454456452,-410381.713521095
469538.312113761,-441408.96449821
472669.678406338,-454671.861232945
474618.3223538,-458316.659964556
475420.091955286,-461817.51445079
468959.166163426,-458843.09496366
461522.589132556,-458655.137432504
462671.411645973,-464915.654481111
464729.849469924,-468063.178674519
487487.636283526,-484204.761959202
494623.417910388,-491898.416994093
499277.268089436,-501094.415459277
507029.977415613,-533686.998230087
511735.693012311,-537919.943213974
514497.583407098,-543514.127345902
507671.727990534,-538461.871749869
503089.412890451,-533388.43404112
496770.627904334,-508941.280176167
491986.207719712,-501644.440158432
482837.127432179,-493280.02199066
471853.090095553,-485043.436136664
466761.256460989,-506187.991768774
463830.411434201,-526345.466486102
459928.132371261,-581352.192308471
461881.05236297,-579120.610429531
463416.34191753,-574679.280451419
467135.317532283,-570470.111626351
473237.658235422,-578643.943095286
465832.687211871,-581837.289427839
460014.628304108,-593220.059913486
452511.572996891,-653231.220022832
441696.740873472,-704006.079957307
429920.341469642,-718032.945720863
416769.861310609,-721489.222542507
413980.089116717,-722216.764896211
400797.949679413,-728423.778666883
384145.956408799,-730975.361398504
372762.128140289,-730261.091487367
350942.536383577,-720728.716926265
329295.567920746,-715904.654529361
323398.473128442,-717478.033385355
315380.731006017,-724948.133925976
285371.635818658,-715603.711586893
276934.818126544,-708863.648305959
270404.938415267,-707802.343471847
256616.340057111,-712144.705750161
247342.785121309,-709547.859190449
237059.894464688,-713343.603678564
212846.516066811,-718086.87509218
195826.74919818,-717484.34627053
149044.124550314,-706324.934271213
132256.57814185,-699967.89501736
104118.251281019,-695524.970779506
89837.2437520465,-687910.892597825
70732.8106527062,-692580.511045038
59158.6810418027,-691006.026018223
38703.1522673958,-692712.279666009
27351.6363731475,-690588.451424848
4426.67830731563,-690023.457062764
-8732.20385341847,-692765.866201609
-24682.4581270337,-687236.940184284
-35038.809910767,-675284.526311003
-43118.7324437391,-669826.779806133
-50540.1615220283,-670734.079733249
-58598.0966763362,-666030.57174045
-71497.3615706027,-671555.122881119
-83844.8163018021,-672075.895420469
-95061.6883341238,-678549.283989486
-105124.409842912,-683288.824122998
-108059.12667657,-687567.459396635
-105461.11693073,-692532.255046128
-105670.024018326,-698942.935535422
-114657.184868772,-703018.228990101
-120107.50655821,-703826.755812531
-129890.809587486,-708516.093646545
-140498.904922052,-709961.01837891
-157213.344541188,-706606.364453338
-170341.865139568,-716189.17239832
-176347.400719124,-718450.076732695
-183438.253549716,-722340.074259452
-189452.271315926,-737294.052521436
-189983.049894458,-743840.138663527
-186062.280280619,-751556.565851356
-182227.781084762,-757004.743888769
-175709.717550139,-763287.382571971
-166492.836511974,-765780.956392694
-167604.634483079,-769255.974448832
-176585.812131854,-780183.387899073
-177061.651236204,-787808.599308112
-173417.285576036,-789029.670117984
-158453.206619883,-784138.587843444
-157862.626902622,-788707.709497741
-159021.399084404,-792813.324153426
-160029.674528171,-803052.436762264
-157387.699745789,-807207.260532718
-153794.2673358,-810076.822224603
-157510.826532526,-815769.651103717
-161066.232331662,-818132.681829559
-161989.274093476,-823562.536783439
-154827.292973986,-823938.267263885
-151781.725816763,-825615.110409476
-159074.347906959,-832144.582205346
-169501.4254504,-843084.545311039
-170187.530441012,-860744.379390358
-168210.961295572,-863136.835123395
-161846.55003034,-862061.705696143
-171206.829965246,-873500.514398338
-172589.62169862,-880935.975803102
-169689.003368546,-887813.92310866
-162173.843732414,-889169.076162995
-167198.766433834,-893963.604625758
-167577.050037494,-904214.19873777
-164353.30836935,-935251.32198565
-160123.928871506,-950130.511465043
-159463.447670897,-957805.597722001
-159589.938742281,-964142.932349342
-162102.20167066,-976579.010925063
-164395.733994627,-994729.650847611
-169234.164877851,-1005715.98688425
-173077.913221446,-1010479.32965701
-184578.781753739,-1048333.00534341
-186457.962883601,-1057090.53323729
-183686.778382304,-1060395.66200505
-182847.943076518,-1064500.00545938
-189408.056311969,-1076923.50538335
NA,NA
573477.731643742,-1097836.22001643
574463.166174257,-1096262.7066195
584057.904951408,-1085748.25198205
600927.060324699,-1061718.41757001
619712.305613107,-1028363.12079229
622314.116090227,-1027428.5922754
625128.018280566,-1028331.54475749
630191.886443539,-1026272.06306241
641712.037617184,-1019709.10559573
644278.869974475,-1015608.9975223
635964.125247274,-1006826.3944434
629027.316124433,-1004928.18165095
637405.382475132,-997022.618068807
654948.740490216,-977487.191146976
669338.686890835,-973025.300495543
699194.455487209,-960959.273307278
741997.990172345,-948859.238538363
747097.058771255,-944905.173069487
760132.553545928,-928042.346480268
816162.273503369,-891489.404629418
827345.648968577,-880393.545260284
835179.746895721,-870641.401028808
833413.246759359,-855364.268958939
832101.269238488,-852221.773985732
827846.538303945,-849710.449426538
825617.968890229,-846895.054662017
826307.012123832,-836368.578391611
830591.982603572,-835676.65027346
837661.776427941,-832048.012498456
835728.439828394,-826064.756162058
831603.266366332,-823625.611043013
828830.119251432,-816740.513751291
827508.331623093,-813473.466981496
817845.800017645,-799602.29846854
812275.895161105,-772398.790600979
812470.330845919,-763775.560113918
820410.311468351,-744825.320148136
827440.815328574,-731846.881971969
868110.780037303,-699201.207189993
873900.310200869,-692684.22308959
877509.270393835,-687210.619149629
888720.762456584,-683052.8773567
890625.894966583,-684167.665805162
893847.969966673,-686030.297001002
898354.114214247,-692328.920261781
903521.68450977,-694626.736951142
916013.054191194,-696275.02881266
918810.628565691,-697085.352221462
937066.442119914,-702370.584849007
943948.069046397,-703362.967275715
950133.844268432,-702232.144092585
949779.016242769,-699743.566655223
951421.444163236,-699183.069541445
954412.122675687,-700198.745636753
956694.28990168,-698032.904712768
959645.077058953,-696072.549008882
964832.574674581,-695638.252511124
971451.208261269,-693111.106178117
971899.830400438,-697351.492170052
973272.478184747,-701677.148872363
977271.720991178,-703308.084644774
983651.644972284,-702364.43164379
993512.306011119,-702349.51911102
1001665.4533561,-714662.549882468
1023719.1122323,-718342.345244978
1035765.33964417,-726181.308533619
1053736.17761452,-724128.22806902
1060995.93271083,-726634.271036159
1075694.82149988,-717739.299023091
1090702.13983361,-712792.252665099
1096556.66273958,-708846.31294669
1102905.38480236,-701156.329022172
1104507.26927215,-692798.854432774
1106419.52775735,-688214.588065914
1117657.82079281,-679744.097825313
1140571.47169204,-652406.803976634
1146569.46445847,-647575.208384949
1155487.26151419,-642551.943331897
1160158.71512755,-639911.341850668
1164333.67228015,-637549.540272228
1183204.85042078,-631344.448271681
1204063.8426146,-620469.064514267
1209648.09746805,-615024.539723918
1223524.67222723,-588737.038385419
1241269.39949808,-562785.044255016
1257195.57830822,-552078.543902055
1270516.25669465,-551937.792359674
1292975.36092155,-558461.390243418
1300480.37166797,-557844.860142869
1339207.77346771,-577065.386342427
1361893.52289618,-581580.332162117
NA,NA
